Content,Likes,Retweets,Replies,Quotes,Views,Labels,cleaned_sentence,encoded_labels
"@etyangeric55 @AokoOtieno_ Thank God @Starlink   internet yake iko kwa hewa..
Na hawaezi nyima mtu hewa..
Great times are about to happen..
Santii sana @elonmusk ..
Walai tena @safaricom kwakherini..",2,0,0,0,36,Neutral,etyangeric55 AokoOtieno Thank God Starlink internet yake iko kwa hewa Na hawaezi nyima mtu hewa Great times are about to happen Santii sana elonmusk Walai tena safaricom kwakherini,6
@aniniwafula @safaricom Si ununue peke yako,0,0,0,0,58,Neutral,aniniwafula safaricom Si ununue peke yako,6
@Safaricom_Care 0108238001 . A con man from safaricom @safaricom,0,0,1,0,18,Hate Speech,SafaricomCare 0108238001 A con man from safaricom safaricom,2
@SafaricomPLC Helloo @safaricom nikama nikibuy data mnaji hotspot tu!,0,0,1,0,0,Internet or airtime bundle complaint,SafaricomPLC Helloo safaricom nikama nikibuy data mnaji hotspot tu,3
"Really?
@safaricom https://t.co/TieVjILIvz",0,0,0,0,53,Neutral,Really safaricom,6
@safaricom,0,0,0,0,32,Neutral,safaricom,6
"@Safaricom PLC gutambiria aikari a Kamura, Ongata Rongai gikeno kuria mamatugire na iheo mwaki mwaki. 
Hii Krisii, Tuko pamoja kwa upendo
#SambazaFurahaNa Safaricom PLC https://t.co/XFGCcKz5yN",0,0,0,0,23,Neutral,Safaricom PLC gutambiria aikari a Kamura Ongata Rongai gikeno kuria mamatugire na iheo mwaki mwaki Hii Krisii Tuko pamoja kwa upendo SambazaFurahaNa Safaricom PLC,6
@reggaeholic_ @Lou_Dar same way @Safaricom will sell an IPhone at their store for close to 2k dollars &amp; have someone buy it. Kila mtu na starehe yake,0,0,0,0,0,Neutral,reggaeholic LouDar same way Safaricom will sell an IPhone at their store for close to 2k dollars amp have someone buy it Kila mtu na starehe yake,6
@Safaricom_Care @Safaricom I have 10k airtime I bought from @StanbicKE app by mistake. You refused to revert it.What do you want me to do with all tha credit?@StanbicKE you also refused to revert it.,0,0,1,0,0,Internet or airtime bundle complaint,SafaricomCare Safaricom I have 10k airtime I bought from StanbicKE app by mistake You refused to revert itWhat do you want me to do with all tha creditStanbicKE you also refused to revert it,3
@0x02222000 @safaricom 🤣🤣what will they do with a roboticist,1,0,1,0,55,Neutral,0x02200 safaricom what will they do with a roboticist,6
"Well, from a concerned Kenyan to @safaricom. Unfortunately, the message was not delivered. Can you #DoMoreWithMPESA messages? #FridayMotivation? https://t.co/VDfo2R0Q2N",132,29,24,5,0,MPESA complaint,Well from a concerned Kenyan to safaricom Unfortunately the message was not delivered Can you DoMoreWithMPESA messages FridayMotivation,4
@rosemwanza @Safaricom_Care @C_NyaKundiH @ahmednasirlaw @safaricom It might be DCI lines,0,0,0,0,54,Neutral,rosemwanza SafaricomCare CNyaKundiH ahmednasirlaw safaricom It might be DCI lines,6
"@AIRTEL_KE Hey guys bana I can't make calls with airtel to airtel and airtel to other networks! At times it goes thorough but I can't hear the other side, yet @safaricom does goes thro' &amp; is clear. Last  I raised tye same problem. I swear if you won't act again I'll never use airtel again.",0,0,0,0,29,Network reliability problem,AIRTELKE Hey guys bana I cannot make calls with airtel to airtel and airtel to other networks At times it goes thorough but I cannot hear the other side yet safaricom does goes thro amp is clear Last I raised tye same problem I swear if you will not act again I will never use airtel again,5
@safaricom has just opened a window for cons in the name of agentsre- registering simcards and charging afresh! @SafaricomPLC @Safaricom_Care,0,0,0,0,0,Data protection and privacy concern,safaricom has just opened a window for cons in the name of agentsre registering simcards and charging afresh SafaricomPLC SafaricomCare,1
@safaricom @PeterNdegwa_ Try again that nonsense!,0,0,0,0,11,Customer care complaint,safaricom PeterNdegwa Try again that nonsense,0
"@DrWKay @katenotts @SafaricomPLC @Safaricom_Care @safaricom should really work on the network wachee,kangurwe in Rugi at this moment it really sad that one cant communicate with a phone ,the network is really messy",2,0,0,0,17,Network reliability problem,DrWKay katenotts SafaricomPLC SafaricomCare safaricom should really work on the network wacheekangurwe in Rugi at this moment it really sad that one cant communicate with a phone the network is really messy,5
@MwangoCapital @IMFAfrica @safaricom @coldtusker @WillisOwiti @cheruiyotkb @the_acemt @arnoldi254 @ill_dduor @DollyOgutu @kahome_steve @moneyacademyKE @NSE_Investors Jaffer is the incoming Gupta's of state capture.,1,0,0,0,0,Neutral,MwangoCapital IMFAfrica safaricom coldtusker WillisOwiti cheruiyotkb theacemt arnoldi254 illdduor DollyOgutu kahomesteve moneyacademyKE NSEInvestors Jaffer is the incoming Guptas of state capture,6
"@MwangoCapital @MaudhuiHouse @mmnjug @coldtusker @the_acemt @StellarSwakei @WillisOwiti @InvAnalystKe @CMAKenya @NSE_Investors @NationAfrica @nytimes @safaricom @jageyo @SGitagama Something as simple as Sudoku, the Nation doesn't have online. No crosswords, no trivia sections ... Things that people return to frequently.

How do you grow as an information empire when all you talk about is Gachagua and his mountain-worship?
@johnKamau1",0,0,1,0,40,Neutral,MwangoCapital MaudhuiHouse mmnjug coldtusker theacemt StellarSwakei WillisOwiti InvAnalystKe CMAKenya NSEInvestors NationAfrica nytimes safaricom jageyo SGitagama Something as simple as Sudoku the Nation does not have online No crosswords no trivia sections Things that people return to frequently How do you grow as an information empire when all you talk about is Gachagua and his mountainworship johnKamau1,6
"@PeterNdegwa_ 
@Safaricom or #Safaricon?

The longer it takes to REVERSE money sent to WRONG HANDS, the greater the opportunity for an evil mind to STEAL such money - purely because inefficiency, incompetent and don't care attitude by Safaricom staff.

There is no point cheating",1,0,1,0,55,MPESA complaint,PeterNdegwa Safaricom or Safaricon The longer it takes to REVERSE money sent to WRONG HANDS the greater the opportunity for an evil mind to STEAL such money purely because inefficiency incompetent and do not care attitude by Safaricom staff There is no point cheating,4
@AlinurMohamed_ Ask safaricom not to cut the undersea cables...@SafaricomPLC @safaricom  @AlinurMohamed_ @amerix,0,0,0,0,6,Network reliability problem,AlinurMohamed Ask safaricom not to cut the undersea cablesSafaricomPLC safaricom AlinurMohamed amerix,5
".@Safaricom is working with tech partners @MicrosoftAfrica, @googleafrica, @awscloud (AWS) through the Digital Talent Program to create a sustainable talent pipeline to position Kenya as the leading hub for tech talent in Africa.

https://t.co/ZFm6yb9dX6 via @microsoftcaregh",2,1,0,0,0,Neutral,Safaricom is working with tech partners MicrosoftAfrica googleafrica awscloud AWS through the Digital Talent Program to create a sustainable talent pipeline to position Kenya as the leading hub for tech talent in Africa via microsoftcaregh,6
"@SafaricomPLC @AIRTEL_KE  , please work on your money transfer  services , that is where  @safaricom have upper hand ...that is the only issue ....we want to promote you ...#RejectFinanceBill2024",0,0,0,0,3,MPESA complaint,SafaricomPLC AIRTELKE please work on your money transfer services that is where safaricom have upper hand that is the only issue we want to promote you RejectFinanceBill2024,4
"@lai_tiller @safaricom Hello Tungo, We apologize for the inconvenience. Kindly share your location and mobile number so we can check. ^Jamo",1,0,0,0,0,Customer care complaint,laitiller safaricom Hello Tungo We apologize for the inconvenience Kindly share your location and mobile number so we can check Jamo,0
@ayub91457734 @safaricom game QxC https://t.co/4RNYnWEIJp $$#  h,0,0,0,0,0,Neutral,ayub91457734 safaricom game QxC h,6
My @safaricom network is misbehaving,0,0,0,0,66,Network reliability problem,My safaricom network is misbehaving,5
@AliceKenya94856 @_James041 @safaricom chuma chenyu ki motoni mtatujua maumbwa nyinyi siku moja,0,0,0,0,15,Hate Speech,AliceKenya94856 James041 safaricom chuma chenyu ki motoni mtatujua maumbwa nyinyi siku moja,2
@safaricom you haven't stopped stealing from your clients. How can someone top up credit usiku then in the morning a sizeable amount has been deducted without any incurred transaction. Alafu calls to customer service ain't going through???,0,0,0,0,3,Customer care complaint,safaricom you have not stopped stealing from your clients How can someone top up credit usiku then in the morning a sizeable amount has been deducted without any incurred transaction Alafu calls to customer service am not going through,0
"@Mkulimabm1 @Safaricom_Care @safaricom _care is in Ethiopia trying to understand their complaints in Amharic and counting their profit and losses in birr , let's give them time wadau",0,0,0,0,0,Neutral,Mkulimabm1 SafaricomCare safaricom care is in Ethiopia trying to understand their complaints in Amharic and counting their profit and losses in birr let us give them time wadau,6
"@DanielMaithyaKE ""Quote this tweet with the amount of airtime you wish to have and will credit you with some.@Safaricom 100""",2,0,0,0,0,Neutral,DanielMaithyaKE Quote this tweet with the amount of airtime you wish to have and will credit you with someSafaricom 100,6
@amerix @Safaricom,2,0,0,0,985,Neutral,amerix Safaricom,6
@danielmarven Hata @safaricom walitupea buddles za bure alfu wakazikujia,0,0,0,0,0,Internet or airtime bundle complaint,danielmarven Hata safaricom walitupea buddles za bure alfu wakazikujia,3
@Thumbelinarh @safaricom @AIRTEL_KE Wī mūcogothi mūno👯,1,0,1,0,0,Neutral,Thumbelinarh safaricom AIRTELKE W mcogothi mno,6
@borrismachogu @safaricom I will attend this,0,0,0,0,7,Neutral,borrismachogu safaricom I will attend this,6
@Cheruu_ke @safaricom Lazima connections,1,0,0,0,0,Network reliability problem,Cheruuke safaricom Lazima connections,5
@DaktariLinnie Good one. I stand with @safaricom  any time.,0,0,0,0,246,Neutral,DaktariLinnie Good one I stand with safaricom any time,6
"@Mulembe_FM IsambasinjiaObuyanzi nende @safaricom Nairobi;
Kenyatta Market 
Congo Kawangware 
Stage Two Kawangware 
Gatina Kawangware 
Kangemi 
@BALOZIASHIALI https://t.co/N9NDpm6OGz",1,0,0,0,20,Neutral,MulembeFM IsambasinjiaObuyanzi nende safaricom Nairobi Kenyatta Market Congo Kawangware Stage Two Kawangware Gatina Kawangware Kangemi BALOZIASHIALI,6
@vickyford @safaricom @vodafone @BritishIntInv @UKinEthiopia Enjoy your investment and blood money @vickyford. May the blood of the innocents that you helped shed by financing the genocidal regimes haunt you for the rest of your lives!,2,0,0,0,0,Hate Speech,vickyford safaricom vodafone BritishIntInv UKinEthiopia Enjoy your investment and blood money vickyford May the blood of the innocents that you helped shed by financing the genocidal regimes haunt you for the rest of your lives,2
@vickyford @safaricom @vodafone @BritishIntInv @UKinEthiopia Ethiopia is a mess. Ethiopia is one of six countries the U.N. has singled out for having people at risk of starvation. Millions in the country’s south and east are grappling with alarming levels of hunger and malnutrition due to one of the worst droughts in decades #Stopthewar https://t.co/ter2EtZfoS,3,0,0,0,0,Neutral,vickyford safaricom vodafone BritishIntInv UKinEthiopia Ethiopia is a mess Ethiopia is one of six countries the UN has singled out for having people at risk of starvation Millions in the countrys south and east are grappling with alarming levels of hunger and malnutrition due to one of the worst droughts in decades Stopthewar,6
"I'm the only one who finds @safaricom exorbitantly expensive. Kes 1000 only affords you 5GB data while others like Airtel gives 8GB 400 call minutes and 2000 sms.
#safaricomarethieves https://t.co/bhx6sne6YT",1,0,1,0,0,Internet or airtime bundle complaint,I am the only one who finds safaricom exorbitantly expensive Kes 100 only affords you 5GB data while others like Airtel gives 8GB 400 call minutes and 200 sms safaricomarethieves,3
Shuwali! @safaricom home fibre is not giving.,0,0,0,1,192,Network reliability problem,Shuwali safaricom home fibre is not giving,5
@Sitoyo @lindahoguttu @safaricom @EduMinKenya Why should they be given during that time only?.It might be good but then how about them being out of school some days every month since first term?,0,0,0,0,0,Neutral,Sitoyo lindahoguttu safaricom EduMinKenya Why should they be given during that time onlyIt might be good but then how about them being out of school some days every month since first term,6
"@KhalifKairo Use Airtel plzzzxxxzzzzzz🔥🔥🔥🔥🔥🔥safaricom cut out twitter (x)❗❗❗❗❗❗❗❗❗@safaricom @AIRTEL_KE 
@elonmusk",0,0,0,0,2,Neutral,KhalifKairo Use Airtel plzzxxzzsafaricom cut out twitter xsafaricom AIRTELKE elonmusk,6
@safaricom wakipeana line yangu ni mimi na @AIRTEL_KE mpaka mwisho sasa. I'm so frustrated,0,0,0,0,27,Customer care complaint,safaricom wakipeana line yangu ni mimi na AIRTELKE mpaka mwisho sasa I am so frustrated,0
@elonmusk IN Kenya a company called @safaricom make us que under the sun for almost an hour outside their shops just to replace a lost simcard. Kindly save us with modern &amp; affordable communication technology,0,0,0,0,13,Customer care complaint,elonmusk IN Kenya a company called safaricom make us que under the sun for almost an hour outside their shops just to replace a lost simcard Kindly save us with modern amp affordable communication technology,0
"@charitymeetstalent
@SIKIYouths
@BettyMKyallo
@KeEquityBank
@safaricom plc
#charitymeetstalent",6,5,2,0,0,Neutral,charitymeetstalent SIKIYouths BettyMKyallo KeEquityBank safaricom plc charitymeetstalent,6
