Content,Likes,Retweets,Replies,Quotes,Views,Date,Labels,chars,words,sentences,Tokenized Text,Lematized Text
safaricom youve become a disgusting subject to the most high suffering youths of kenya cnyakundih edwinsifuna mbitimwondi s1ahwanja mabonga254 ahmednasirlaw honeyfarsafi bookten8 help me expose this con safaricomcons boycotsaficom safaricomthieves,0,0,0,0,13,"July 14, 2025 at 06:39 PM",Hate Speech,293,46,1,"['safaricom', 'youve', 'become', 'a', 'disgusting', 'subject', 'to', 'the', 'most', 'high', 'suffering', 'youths', 'of', 'kenya', 'cnyakundih', 'edwinsifuna', 'mbitimwondi', 's1ahwanja', 'mabonga254', 'ahmednasirlaw', 'honeyfarsafi', 'bookten8', 'help', 'me', 'expose', 'this', 'con', 'safaricomcons', 'boycotsaficom', 'safaricomthieves']","['safaricom', 'youve', 'become', 'a', 'disgusting', 'subject', 'to', 'the', 'most', 'high', 'suffering', 'youth', 'of', 'kenya', 'cnyakundih', 'edwinsifuna', 'mbitimwondi', 's1ahwanja', 'mabonga254', 'ahmednasirlaw', 'honeyfarsafi', 'bookten8', 'help', 'me', 'expose', 'this', 'con', 'safaricomcons', 'boycotsaficom', 'safaricomthieves']"
mtaa ni turbo safaricom has officially flagged off mpesasokoni rift edition hapa turbo wako ground hii wiki kulink up na macustomers wetu kuwezesha mabiashara na kusupport the real hustlers wa hii side mtaa yako ni gani tunasija,5,6,0,0,193,"July 14, 2025 at 09:58 AM",Neutral,268,54,6,"['mtaa', 'ni', 'turbo', 'safaricom', 'has', 'officially', 'flagged', 'off', 'mpesasokoni', 'rift', 'edition', 'hapa', 'turbo', 'wako', 'ground', 'hii', 'wiki', 'kulink', 'up', 'na', 'macustomers', 'wetu', 'kuwezesha', 'mabiashara', 'na', 'kusupport', 'the', 'real', 'hustlers', 'wa', 'hii', 'side', 'mtaa', 'yako', 'ni', 'gani', 'tunasija']","['mtaa', 'ni', 'turbo', 'safaricom', 'ha', 'officially', 'flagged', 'off', 'mpesasokoni', 'rift', 'edition', 'hapa', 'turbo', 'wako', 'ground', 'hii', 'wiki', 'kulink', 'up', 'na', 'macustomers', 'wetu', 'kuwezesha', 'mabiashara', 'na', 'kusupport', 'the', 'real', 'hustler', 'wa', 'hii', 'side', 'mtaa', 'yako', 'ni', 'gani', 'tunasija']"
safaricomplc shines again honored for excellence in innovation amp ecommerce award safaricom plc safaricom ecommerce innovation hisa2025 technews,0,0,0,0,16,"July 14, 2025 at 09:34 AM",Neutral,210,35,3,"['safaricomplc', 'shines', 'again', 'honored', 'for', 'excellence', 'in', 'innovation', 'amp', 'ecommerce', 'award', 'safaricom', 'plc', 'safaricom', 'ecommerce', 'innovation', 'hisa2025', 'technews']","['safaricomplc', 'shine', 'again', 'honored', 'for', 'excellence', 'in', 'innovation', 'amp', 'ecommerce', 'award', 'safaricom', 'plc', 'safaricom', 'ecommerce', 'innovation', 'hisa2025', 'technews']"
justkenyan1 safaricom unataka wanizimie line,1,0,0,0,39,"July 13, 2025 at 02:08 PM",Hate Speech,47,7,1,"['justkenyan1', 'safaricom', 'unataka', 'wanizimie', 'line']","['justkenyan1', 'safaricom', 'unataka', 'wanizimie', 'line']"
shikanda00 safaricom,0,0,1,0,35,"July 13, 2025 at 02:08 PM",Neutral,23,4,1,"['shikanda00', 'safaricom']","['shikanda00', 'safaricom']"
safaricomet safaricom is there an option thats is less than 10mbps,0,0,1,0,37,"July 12, 2025 at 06:06 AM",Internet or airtime bundle complaint,70,15,1,"['safaricomet', 'safaricom', 'is', 'there', 'an', 'option', 'thats', 'is', 'less', 'than', '10mbps']","['safaricomet', 'safaricom', 'is', 'there', 'an', 'option', 'thats', 'is', 'less', 'than', '10mbps']"
kagwawilliams safaricom fb,0,0,0,0,8,"July 12, 2025 at 04:09 AM",Neutral,31,6,1,"['kagwawilliams', 'safaricom', 'fb']","['kagwawilliams', 'safaricom', 'fb']"
himselfu safaricom maumbwa sana,1,0,1,0,17,"July 11, 2025 at 07:49 PM",Hate Speech,35,6,1,"['himselfu', 'safaricom', 'maumbwa', 'sana']","['himselfu', 'safaricom', 'maumbwa', 'sana']"
moneyacademyke fuliza grok safaricom,0,0,0,0,84,"July 10, 2025 at 07:33 PM",MPESA complaint,40,8,2,"['moneyacademyke', 'fuliza', 'grok', 'safaricom']","['moneyacademyke', 'fuliza', 'grok', 'safaricom']"
safaricomcare safaricom care i have always been buying bundles and never use whats the excuse whats not happening,0,0,0,0,6,"July 9, 2025 at 12:49 PM",Internet or airtime bundle complaint,125,28,3,"['safaricomcare', 'safaricom', 'care', 'i', 'have', 'always', 'been', 'buying', 'bundles', 'and', 'never', 'use', 'whats', 'the', 'excuse', 'whats', 'not', 'happening']","['safaricomcare', 'safaricom', 'care', 'i', 'have', 'always', 'been', 'buying', 'bundle', 'and', 'never', 'use', 'whats', 'the', 'excuse', 'whats', 'not', 'happening']"
safaricomcare it has been 5 hours since i made a follow up and no one is on site to sort my internet is this how safaricom has sunk in service delivery,1,0,0,0,42,"July 7, 2025 at 11:38 AM",Customer care complaint,156,35,2,"['safaricomcare', 'it', 'has', 'been', '5', 'hours', 'since', 'i', 'made', 'a', 'follow', 'up', 'and', 'no', 'one', 'is', 'on', 'site', 'to', 'sort', 'my', 'internet', 'is', 'this', 'how', 'safaricom', 'has', 'sunk', 'in', 'service', 'delivery']","['safaricomcare', 'it', 'ha', 'been', '5', 'hour', 'since', 'i', 'made', 'a', 'follow', 'up', 'and', 'no', 'one', 'is', 'on', 'site', 'to', 'sort', 'my', 'internet', 'is', 'this', 'how', 'safaricom', 'ha', 'sunk', 'in', 'service', 'delivery']"
safaricom can you not find a ussd to stop this messages,1,0,0,0,18,"July 7, 2025 at 08:57 AM",Customer care complaint,80,15,1,"['safaricom', 'can', 'you', 'not', 'find', 'a', 'ussd', 'to', 'stop', 'this', 'messages']","['safaricom', 'can', 'you', 'not', 'find', 'a', 'ussd', 'to', 'stop', 'this', 'message']"
ukiuliza mtu wa safaricom credit yangu nimeeka sahi imeenda wapi,0,0,0,0,22,"July 6, 2025 at 10:50 AM",Customer care complaint,96,15,1,"['ukiuliza', 'mtu', 'wa', 'safaricom', 'credit', 'yangu', 'nimeeka', 'sahi', 'imeenda', 'wapi']","['ukiuliza', 'mtu', 'wa', 'safaricom', 'credit', 'yangu', 'nimeeka', 'sahi', 'imeenda', 'wapi']"
sholardmancity thats trueam tired of buying monthly bundles that vanish in a day safaricom have you no shame,0,0,0,0,49,"July 6, 2025 at 05:14 AM",Internet or airtime bundle complaint,118,25,1,"['sholardmancity', 'thats', 'trueam', 'tired', 'of', 'buying', 'monthly', 'bundles', 'that', 'vanish', 'in', 'a', 'day', 'safaricom', 'have', 'you', 'no', 'shame']","['sholardmancity', 'thats', 'trueam', 'tired', 'of', 'buying', 'monthly', 'bundle', 'that', 'vanish', 'in', 'a', 'day', 'safaricom', 'have', 'you', 'no', 'shame']"
from cooking chapo by the roadside to opening two thriving branches heres how legacyrestaurantke began safaricombusiness is empowering entrepreneurs with seamless futureforward solutions that fuel real growth and transformation diggerkenya shopdiggeronktn,0,0,0,0,103,"July 5, 2025 at 03:56 PM",Neutral,299,46,3,"['from', 'cooking', 'chapo', 'by', 'the', 'roadside', 'to', 'opening', 'two', 'thriving', 'branches', 'heres', 'how', 'legacyrestaurantke', 'began', 'safaricombusiness', 'is', 'empowering', 'entrepreneurs', 'with', 'seamless', 'futureforward', 'solutions', 'that', 'fuel', 'real', 'growth', 'and', 'transformation', 'diggerkenya', 'shopdiggeronktn']","['from', 'cooking', 'chapo', 'by', 'the', 'roadside', 'to', 'opening', 'two', 'thriving', 'branch', 'here', 'how', 'legacyrestaurantke', 'began', 'safaricombusiness', 'is', 'empowering', 'entrepreneur', 'with', 'seamless', 'futureforward', 'solution', 'that', 'fuel', 'real', 'growth', 'and', 'transformation', 'diggerkenya', 'shopdiggeronktn']"
from cooking chapo by the roadside to opening two thriving branches heres how legacyrestaurantke began safaricombusiness is empowering entrepreneurs with seamless futureforward solutions that fuel real growth and transformation diggerkenya shopdiggeronktn,1,0,0,0,110,"July 5, 2025 at 03:53 PM",Neutral,299,46,3,"['from', 'cooking', 'chapo', 'by', 'the', 'roadside', 'to', 'opening', 'two', 'thriving', 'branches', 'heres', 'how', 'legacyrestaurantke', 'began', 'safaricombusiness', 'is', 'empowering', 'entrepreneurs', 'with', 'seamless', 'futureforward', 'solutions', 'that', 'fuel', 'real', 'growth', 'and', 'transformation', 'diggerkenya', 'shopdiggeronktn']","['from', 'cooking', 'chapo', 'by', 'the', 'roadside', 'to', 'opening', 'two', 'thriving', 'branch', 'here', 'how', 'legacyrestaurantke', 'began', 'safaricombusiness', 'is', 'empowering', 'entrepreneur', 'with', 'seamless', 'futureforward', 'solution', 'that', 'fuel', 'real', 'growth', 'and', 'transformation', 'diggerkenya', 'shopdiggeronktn']"
from humble beginnings to supplying quality animal feeds across kenya this is the story of growth grit and innovation with support from safaricombusiness agripreneurs are now accessing seamless digital solutions that power their businesses forward,0,0,0,0,114,"July 5, 2025 at 03:49 PM",Neutral,280,45,3,"['from', 'humble', 'beginnings', 'to', 'supplying', 'quality', 'animal', 'feeds', 'across', 'kenya', 'this', 'is', 'the', 'story', 'of', 'growth', 'grit', 'and', 'innovation', 'with', 'support', 'from', 'safaricombusiness', 'agripreneurs', 'are', 'now', 'accessing', 'seamless', 'digital', 'solutions', 'that', 'power', 'their', 'businesses', 'forward']","['from', 'humble', 'beginning', 'to', 'supplying', 'quality', 'animal', 'feed', 'across', 'kenya', 'this', 'is', 'the', 'story', 'of', 'growth', 'grit', 'and', 'innovation', 'with', 'support', 'from', 'safaricombusiness', 'agripreneurs', 'are', 'now', 'accessing', 'seamless', 'digital', 'solution', 'that', 'power', 'their', 'business', 'forward']"
from cooking chapo by the roadside to opening two thriving branches heres how legacyrestaurantke began safaricombusiness is empowering entrepreneurs with seamless futureforward solutions that fuel real growth and transformation diggerkenya shopdiggeronktn,1,0,0,0,100,"July 5, 2025 at 03:45 PM",Neutral,299,46,3,"['from', 'cooking', 'chapo', 'by', 'the', 'roadside', 'to', 'opening', 'two', 'thriving', 'branches', 'heres', 'how', 'legacyrestaurantke', 'began', 'safaricombusiness', 'is', 'empowering', 'entrepreneurs', 'with', 'seamless', 'futureforward', 'solutions', 'that', 'fuel', 'real', 'growth', 'and', 'transformation', 'diggerkenya', 'shopdiggeronktn']","['from', 'cooking', 'chapo', 'by', 'the', 'roadside', 'to', 'opening', 'two', 'thriving', 'branch', 'here', 'how', 'legacyrestaurantke', 'began', 'safaricombusiness', 'is', 'empowering', 'entrepreneur', 'with', 'seamless', 'futureforward', 'solution', 'that', 'fuel', 'real', 'growth', 'and', 'transformation', 'diggerkenya', 'shopdiggeronktn']"
from cooking chapo by the roadside to opening two thriving branches heres how legacyrestaurantke began safaricombusiness is empowering entrepreneurs with seamless futureforward solutions that fuel real growth and transformation diggerkenya shopdiggeronktn,1,1,0,0,114,"July 5, 2025 at 03:42 PM",Neutral,299,46,3,"['from', 'cooking', 'chapo', 'by', 'the', 'roadside', 'to', 'opening', 'two', 'thriving', 'branches', 'heres', 'how', 'legacyrestaurantke', 'began', 'safaricombusiness', 'is', 'empowering', 'entrepreneurs', 'with', 'seamless', 'futureforward', 'solutions', 'that', 'fuel', 'real', 'growth', 'and', 'transformation', 'diggerkenya', 'shopdiggeronktn']","['from', 'cooking', 'chapo', 'by', 'the', 'roadside', 'to', 'opening', 'two', 'thriving', 'branch', 'here', 'how', 'legacyrestaurantke', 'began', 'safaricombusiness', 'is', 'empowering', 'entrepreneur', 'with', 'seamless', 'futureforward', 'solution', 'that', 'fuel', 'real', 'growth', 'and', 'transformation', 'diggerkenya', 'shopdiggeronktn']"
happening now powering kenyas marketplace safaricombusiness is enabling seamless futureforward solutions for entrepreneurs and enterprises alike host yolandamulwa standardcourier diggerkenya shopdiggeronktn,1,1,0,0,126,"July 5, 2025 at 03:35 PM",Neutral,270,39,2,"['happening', 'now', 'powering', 'kenyas', 'marketplace', 'safaricombusiness', 'is', 'enabling', 'seamless', 'futureforward', 'solutions', 'for', 'entrepreneurs', 'and', 'enterprises', 'alike', 'host', 'yolandamulwa', 'standardcourier', 'diggerkenya', 'shopdiggeronktn']","['happening', 'now', 'powering', 'kenya', 'marketplace', 'safaricombusiness', 'is', 'enabling', 'seamless', 'futureforward', 'solution', 'for', 'entrepreneur', 'and', 'enterprise', 'alike', 'host', 'yolandamulwa', 'standardcourier', 'diggerkenya', 'shopdiggeronktn']"
does safaricom feel or carry guit of charging for bundles that never work for say half the time intended like 1gb for an hour working for only 30min consumption roughly 309 mb but whole amount pocketed,0,0,0,0,12,"July 5, 2025 at 12:15 PM",Internet or airtime bundle complaint,204,38,1,"['does', 'safaricom', 'feel', 'or', 'carry', 'guit', 'of', 'charging', 'for', 'bundles', 'that', 'never', 'work', 'for', 'say', 'half', 'the', 'time', 'intended', 'like', '1gb', 'for', 'an', 'hour', 'working', 'for', 'only', '30min', 'consumption', 'roughly', '309', 'mb', 'but', 'whole', 'amount', 'pocketed']","['doe', 'safaricom', 'feel', 'or', 'carry', 'guit', 'of', 'charging', 'for', 'bundle', 'that', 'never', 'work', 'for', 'say', 'half', 'the', 'time', 'intended', 'like', '1gb', 'for', 'an', 'hour', 'working', 'for', 'only', '30min', 'consumption', 'roughly', '309', 'mb', 'but', 'whole', 'amount', 'pocketed']"
hybreed safaricom make it happen,0,0,0,0,8,"July 4, 2025 at 06:54 PM",Neutral,36,7,1,"['hybreed', 'safaricom', 'make', 'it', 'happen']","['hybreed', 'safaricom', 'make', 'it', 'happen']"
hybreed safaricom,0,0,0,0,6,"July 4, 2025 at 12:20 PM",Neutral,21,4,1,"['hybreed', 'safaricom']","['hybreed', 'safaricom']"
hybreed safaricom,0,0,0,0,5,"July 4, 2025 at 01:58 AM",Neutral,21,4,1,"['hybreed', 'safaricom']","['hybreed', 'safaricom']"
hybreed safaricom,0,0,0,0,4,"July 3, 2025 at 07:32 PM",Neutral,21,4,1,"['hybreed', 'safaricom']","['hybreed', 'safaricom']"
atwoliiya is this what safaricom meant when they said simple honest and transparent for you safaricom,0,0,0,0,11,"July 2, 2025 at 05:16 PM",Customer care complaint,133,22,1,"['atwoliiya', 'is', 'this', 'what', 'safaricom', 'meant', 'when', 'they', 'said', 'simple', 'honest', 'and', 'transparent', 'for', 'you', 'safaricom']","['atwoliiya', 'is', 'this', 'what', 'safaricom', 'meant', 'when', 'they', 'said', 'simple', 'honest', 'and', 'transparent', 'for', 'you', 'safaricom']"
safaricom i just bought data za 1 hr na my data zina behave like you operate in india whats up,0,0,0,0,13,"July 2, 2025 at 12:33 PM",Internet or airtime bundle complaint,97,23,1,"['safaricom', 'i', 'just', 'bought', 'data', 'za', '1', 'hr', 'na', 'my', 'data', 'zina', 'behave', 'like', 'you', 'operate', 'in', 'india', 'whats', 'up']","['safaricom', 'i', 'just', 'bought', 'data', 'za', '1', 'hr', 'na', 'my', 'data', 'zina', 'behave', 'like', 'you', 'operate', 'in', 'india', 'whats', 'up']"
janetmachuka safaricom automatically subscribes you,0,0,0,0,56,"July 1, 2025 at 01:11 PM",Data protection and privacy concern,54,7,1,"['janetmachuka', 'safaricom', 'automatically', 'subscribes', 'you']","['janetmachuka', 'safaricom', 'automatically', 'subscribes', 'you']"
safaricom ethiopia celebrates a major milestone10 million active customers in just 4 years backed by 227b in investment safaricom telecommunications ethiopia plc digitalethiopia safaricom telecomsnews dfa2025,0,0,0,0,17,"July 1, 2025 at 11:50 AM",Neutral,276,42,3,"['safaricom', 'ethiopia', 'celebrates', 'a', 'major', 'milestone10', 'million', 'active', 'customers', 'in', 'just', '4', 'years', 'backed', 'by', '227b', 'in', 'investment', 'safaricom', 'telecommunications', 'ethiopia', 'plc', 'digitalethiopia', 'safaricom', 'telecomsnews', 'dfa2025']","['safaricom', 'ethiopia', 'celebrates', 'a', 'major', 'milestone10', 'million', 'active', 'customer', 'in', 'just', '4', 'year', 'backed', 'by', '227b', 'in', 'investment', 'safaricom', 'telecommunication', 'ethiopia', 'plc', 'digitalethiopia', 'safaricom', 'telecomsnews', 'dfa2025']"
safaricom plc leads the fixed internet market with a 365 share followed by jamii telecommunications ltd jtl at 225 and wananchi group at 144,0,1,0,0,145,"June 30, 2025 at 01:51 PM",Neutral,176,36,3,"['safaricom', 'plc', 'leads', 'the', 'fixed', 'internet', 'market', 'with', 'a', '365', 'share', 'followed', 'by', 'jamii', 'telecommunications', 'ltd', 'jtl', 'at', '225', 'and', 'wananchi', 'group', 'at', '144']","['safaricom', 'plc', 'lead', 'the', 'fixed', 'internet', 'market', 'with', 'a', '365', 'share', 'followed', 'by', 'jamii', 'telecommunication', 'ltd', 'jtl', 'at', '225', 'and', 'wananchi', 'group', 'at', '144']"
hi safaricom did you get a new customer care number,0,0,0,0,46,"June 30, 2025 at 08:55 AM",Customer care complaint,81,15,1,"['hi', 'safaricom', 'did', 'you', 'get', 'a', 'new', 'customer', 'care', 'number']","['hi', 'safaricom', 'did', 'you', 'get', 'a', 'new', 'customer', 'care', 'number']"
hi ive this balance in my account but cant enjoy whats this restrictions safaricom ofa moto minutes 140min expiry 20250702 141144 my deal of the day 1717mb expiry 20250702 121615 click on to view your data usage,0,0,0,0,11,"June 30, 2025 at 08:05 AM",Customer care complaint,258,53,2,"['hi', 'ive', 'this', 'balance', 'in', 'my', 'account', 'but', 'cant', 'enjoy', 'whats', 'this', 'restrictions', 'safaricom', 'ofa', 'moto', 'minutes', '140min', 'expiry', '20250702', '141144', 'my', 'deal', 'of', 'the', 'day', '1717mb', 'expiry', '20250702', '121615', 'click', 'on', 'to', 'view', 'your', 'data', 'usage']","['hi', 'ive', 'this', 'balance', 'in', 'my', 'account', 'but', 'cant', 'enjoy', 'whats', 'this', 'restriction', 'safaricom', 'ofa', 'moto', 'minute', '140min', 'expiry', '20250702', '141144', 'my', 'deal', 'of', 'the', 'day', '1717mb', 'expiry', '20250702', '121615', 'click', 'on', 'to', 'view', 'your', 'data', 'usage']"
our very own faith kipyegon will be attempting to be the first woman to run a mile under 4mins safaricom imekusort na daya dial 5444 to get 4g bundles valid from 7 to 10pm to watch the action live on nikes youtube channel homekny recreatedd16 kenya4faith si ya kukosa,0,0,0,0,172,"June 26, 2025 at 06:55 PM",Neutral,304,64,3,"['our', 'very', 'own', 'faith', 'kipyegon', 'will', 'be', 'attempting', 'to', 'be', 'the', 'first', 'woman', 'to', 'run', 'a', 'mile', 'under', '4mins', 'safaricom', 'imekusort', 'na', 'daya', 'dial', '5444', 'to', 'get', '4g', 'bundles', 'valid', 'from', '7', 'to', '10pm', 'to', 'watch', 'the', 'action', 'live', 'on', 'nikes', 'youtube', 'channel', 'homekny', 'recreatedd16', 'kenya4faith', 'si', 'ya', 'kukosa']","['our', 'very', 'own', 'faith', 'kipyegon', 'will', 'be', 'attempting', 'to', 'be', 'the', 'first', 'woman', 'to', 'run', 'a', 'mile', 'under', '4mins', 'safaricom', 'imekusort', 'na', 'daya', 'dial', '5444', 'to', 'get', '4g', 'bundle', 'valid', 'from', '7', 'to', '10pm', 'to', 'watch', 'the', 'action', 'live', 'on', 'nike', 'youtube', 'channel', 'homekny', 'recreatedd16', 'kenya4faith', 'si', 'ya', 'kukosa']"
