Content,Cleaned_Text
"@Safaricom … While WE THE PEOPLE  we DEMAND  #Justice4AlbertOjwang ,
Can you explain why its hard to remit any send off contributions to the dad , shy is mpesa failing???

0727927898 (Mzee Meshack) https://t.co/ftAYk6f9Kz",While WE THE PEOPLE we DEMAND JusticeAlbertOjwang Can you explain why its hard to remit any send off contributions to the dad shy is mpesa failing? Mzee Meshack
"@Goddie_Ke @dissidentkenyan No, we will NOT forget what #SufferingCom aka @SafaricomPLC has done now and in the past. 
@Safaricom had a hand in Alfred Ojwang’s killing!  Never!
#DownWithSafaricom",No we will NOT forget what SufferingCom aka has done now and in the past had a hand in Alfred Ojwangs killing! Never! DownWithSafaricom
@NimuKiarie @safaricom,
"@Imonaar @Safaricom, can you help us know where Eliud Lagat was when Albert was being held? Few hours before being booked to the [olice station?",can you help us know where Eliud Lagat was when Albert was being held? Few hours before being booked to the olice station?
@Goddie_Ke People should avoid @safaricom @SafaricomPLC,People should avoid
"@i_alfrik @i_alfrik Hello, sorry you will have to purchase a replacement line then send it to her. Once she gets it, ask her to send an email to customercare @safaricom.co.ke for help for help with replacement. ^OG",Hello sorry you will have to purchase a replacement line then send it to her Once she gets it ask her to send an email to customercare coke for help for help with replacement OG
"@NPSOfficial_KE,  Kenyans are not idiots! False publication is civil matter, not criminal thus;
1. DIG LANGAT abused his office to settle personal matter
2. Albert works at Taita Taveta, travelled home to Migori County. How did they locate him?
@safaricom and @AIRTEL_KE did you?",Kenyans are not idiots! False publication is civil matter not criminal thus DIG LANGAT abused his office to settle personal matter Albert works at Taita Taveta travelled home to Migori County How did they locate him? and did you?
@KenyanSays @safaricom opt me out of fuliza ASAP,opt me out of fuliza ASAP
"@safaricom please Zuri is annoying, how do I bypass her?",please Zuri is annoying how do I bypass her?
"Today on shop.digger with @yolandamulwa, we are giving out airtime, so tune in and you might win something😊 courtesy of @SafaricomPLC

We are still on ground at Mombasa Sports Club Grounds for #mpesasokonifestival 💯

@safaricom.business 
@masokoke https://t.co/1SxP4OPjle",Today on shopdigger with we are giving out airtime so tune in and you might win something courtesy of We are still on ground at Mombasa Sports Club Grounds for mpesasokonifestival business
What the fuck some should taken @safaricom to jail this is daylight theft where did the balance go where is my 24 shillings credit https://t.co/1MIfz5xtgy,What the fuck some should taken to jail this is daylight theft where did the balance go where is my shillings credit
@Oleekaelo @safaricom Kindly follow back and revert for assistance ^BO,Kindly follow back and revert for assistance BO
@safaricom nimetumia mtu pesa wrong number alafu na ireverse alafu juu huyo mtu amedecline pesa zinabaki na yeye alafu mm sisaidiki😭,nimetumia mtu pesa wrong number alafu na ireverse alafu juu huyo mtu amedecline pesa zinabaki na yeye alafu mm sisaidiki
@Tuto_eric @safaricom Mbona ulikuwa unaokoa 1 bob? 😂,Mbona ulikuwa unaokoa bob?
"Na @safaricom  with billions in profits bado mnataka kuiba 1 bob 
Okoa jahazi ya 1 bob nimetoa wapi 😂😂 https://t.co/zQMchEocVK",Na with billions in profits bado mnataka kuiba bob Okoa jahazi ya bob nimetoa wapi
"Rada hapa ni kama ni Kuongea mushene( @safaricom), kificha pesa (several banks) na kulewa (@eabl) 😂",Rada hapa ni kama ni Kuongea mushene kificha pesa several banks na kulewa
"@safaricom
 You guys give me okoa limit of 1k but fuliza you downgraded from 500 to 0 2 years ago.🥲mind you my line transacts more than 100k monthly with fuliza limt of 0 https://t.co/UVQMV1gGxC",You guys give me okoa limit of k but fuliza you downgraded from to years agomind you my line transacts more than k monthly with fuliza limt of
"The MPESA Sokoni Festival It's kickoff in Pwani this week at Mombasa Sports Club Grounds The fact that it will travel across six cities.The kickoff will be on Saturday 7th from 9AM till late.Entry will be free.
#MPESAZOKONIFEST
SAFIRECONNECT
@Safaricom plc https://t.co/v0zsNUYXnu",The MPESA Sokoni Festival Its kickoff in Pwani this week at Mombasa Sports Club Grounds The fact that it will travel across six citiesThe kickoff will be on Saturday th from AM till lateEntry will be free MPESAZOKONIFEST SAFIRECONNECT plc
Someone trying to make me feel special @safaricom I like your marketing strategy. Niwekeeni 1Gb hapa 768860076 https://t.co/ehSLLeZSHj,Someone trying to make me feel special I like your marketing strategy Niwekeeni Gb hapa
"Safaricom Hook Circle Bootcamp Empowers Over 1,000 Youth in Mombasa https://t.co/Z1tuvszxPK via @TechJournal_KE @safaricom",Safaricom Hook Circle Bootcamp Empowers Over Youth in Mombasa via
"@safaricom called and gave me my precise location.
Fuckin enablers I'm out.",called and gave me my precise location Fuckin enablers I am out
"Safaricom mkiamulia mtu mmoja si anaomoka, niamulieni leo instead ya hizo message zenu mingi za fuliza @safaricom",Safaricom mkiamulia mtu mmoja si anaomoka niamulieni leo instead ya hizo message zenu mingi za fuliza
"@Safaricom where is my money?from morning the money hasn't reflected to my end,,why is this?",where is my money?from morning the money has not reflected to my endwhy is this?
@Safaricom wat you do with the internet today😡😡,wat you do with the internet today
@shaz_oyoo I opted out of @safaricom fuliza early this year and 5 months later I can say it is the best financial decision I have ever made in my life.,I opted out of fuliza early this year and months later I can say it is the best financial decision I have ever made in my life
"@safaricom
Safaricom is THE WORST at bundles!!!",Safaricom is THE WORST at bundles!
Wakati safaricom walikua wanatupee haka kakitu hawakua wakora vile wako saa hii @safaricom what went wrong https://t.co/cYeCG8wSII,Wakati safaricom walikua wanatupee haka kakitu hawakua wakora vile wako saa hii what went wrong
@safaricom what's happening in molo no network bana..mmeamua Leo tuende na bill ya local,what is happening in molo no network banammeamua Leo tuende na bill ya local
@Safaricom care how can my monthly data of 8Gb be over in just three days mumeanza kufanya wizi wa kimabavu kama Kasongo sindio,care how can my monthly data of Gb be over in just three days mumeanza kufanya wizi wa kimabavu kama Kasongo sindio
@Safaricom_Care @safaricom,
@safaricom ni kama mlisahau kunipea 1 gb data ya birthday jameni ....si kurahisi aki 😭😭,ni kama mlisahau kunipea gb data ya birthday jameni si kurahisi aki
@30005k @safaricom @safaricom I am a cross discipline engineer with experience at global brands 🤣🙏🏿,I am a cross discipline engineer with experience at global brands
KSh 25.8 Million Boost for 2025 Rhino Charge from Safaricom https://t.co/lHHyYpEjOh via @TechJournal_KE @safaricom,KSh Million Boost for Rhino Charge from Safaricom via
@0x02222000 @safaricom 🤣🤣what will they do with a roboticist,what will they do with a roboticist
@30005k @safaricom its me 🙋🏿‍♂️,its me
Fuck @Safaricom I hope their bitch ass CEO chokes on cholesterol and dies ...,Fuck I hope their bitch ass CEO chokes on cholesterol and dies
@Safaricom_Care @safaricom why your 1hour data is not working?,why your hour data is not working?
@safaricom wtf!!!!,wtf!
"@AIRTEL_KE Hey guys bana I can't make calls with airtel to airtel and airtel to other networks! At times it goes thorough but I can't hear the other side, yet @safaricom does goes thro' &amp; is clear. Last  I raised tye same problem. I swear if you won't act again I'll never use airtel again.",Hey guys bana I cannot make calls with airtel to airtel and airtel to other networks! At times it goes thorough but I cannot hear the other side yet does goes thro amp is clear Last I raised tye same problem I swear if you will not act again I will never use airtel again
"@SafaricomPLC 
I have been emailing - Customercare @safaricom . https://t.co/NVgHDyt4zh for months with no reply . 
Is this a working email ?",I have been emailing Customercare for months with no reply Is this a working email ?
At 11:02am I bought bundles at 11:18 I don’t have bundles @safaricom i know you are a bank now. But ibeni pole pole,At am I bought bundles at I dont have bundles i know you are a bank now But ibeni pole pole
@Mercynicky_ @Safaricom you stopped giving me bonga points because I had no money to pay Mshwari. Please tell Mshwari to recover that money from the bonga points you denied me. Thank you.,you stopped giving me bonga points because I had no money to pay Mshwari Please tell Mshwari to recover that money from the bonga points you denied me Thank you
@safaricom,
"Kiserian Mpooo? Wiyumirie uke twigangare na team #jka @Gathaiya Dennis na @Ngoni Thuita, tuumagaritio ni @Safaricom. Na mwago wa rwimbo unengererio ni @joycewamamaa35 https://t.co/V70d44S2wR",Kiserian Mpoo? Wiyumirie uke twigangare na team jka Dennis na Thuita tuumagaritio ni Na mwago wa rwimbo unengererio ni
"@Am_kilelu @SafaricomPLC 
@Safaricom_Care @safaricom",
Fibre optic cables za @Safaricom zitakulwa na shark iyo siku.,Fibre optic cables za zitakulwa na shark iyo siku
"@Safaricom  this is for you what you did on 24. JUNE 2024 @nd the gvt of kenya
We are governed by the rule of law . https://t.co/dm0zVzBgmt",this is for you what you did on JUNE the gvt of kenya We are governed by the rule of law
"@FifthTiger @BravinYuri @safaricom Bwana, @safaricom hapana. Dust tupu.",Bwana hapana Dust tupu
@Bastacecy @BravinYuri @safaricom Wee mbona unafinya excess 😂 😂,Wee mbona unafinya excess
@BravinYuri The problem is not @safaricom. The problem is with you. There are alternative but you insist on those thieves. Endeleeni kuibiwa kabisa.,The problem is not The problem is with you There are alternative but you insist on those thieves Endeleeni kuibiwa kabisa
"Good evening, so disappointed with Safaricom Home Fibre. Can anyone recommend the best Internet service to install in my house and work? @safaricom, your services are very poor, with no prompt Action.
@C_NyaKundiH",Good evening so disappointed with Safaricom Home Fibre Can anyone recommend the best Internet service to install in my house and work? your services are very poor with no prompt Action
@safaricom leo tafadhali leo msizime network usiku..mumeanza kuzoea,leo tafadhali leo msizime network usikumumeanza kuzoea
"@SafaricomPLC partners with @iXAfrica Data Centres to launch Kenya’s first AI-ready data infrastructure — a major leap forward for enterprise innovation in the region. @Safaricom PLC  #AIinAfrica #DataCenters #TechNewsKE #AI @dc_ixafrica 
Full story:https://t.co/RFiByyRsHM https://t.co/d5cpOII4GZ",partners with Data Centres to launch Kenyas first AIready data infrastructure a major leap forward for enterprise innovation in the region PLC AIinAfrica DataCenters TechNewsKE AI Full story
